destination_name,country,continent,type,avg_cost_usd_day,best_season,avg_rating,annual_visitors_m,unesco_site,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,climate_label
Mystic Park,Kenya,Africa,Adventure,140.64,Winter,4.8,2.04,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Sacred Plaza,Brazil,South America,Historical,151.64,Summer,4.4,5.51,Yes,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Golden Park,New Zealand,Oceania,Historical,178.98,Spring,4.6,1.25,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Mystic Ruins,South Africa,Africa,Nature,109.73,Autumn,4.7,8.65,Yes,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Ancient Canyon,South Africa,Africa,Nature,158.42,Summer,4.9,7.25,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Lush Park,New Zealand,Oceania,Historical,134.82,Autumn,3.9,8.31,Yes,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Grand Ruins,Egypt,Africa,Adventure,43.91,Summer,4.3,5.2,Yes,Budget,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Hidden Temple,Egypt,Africa,Nature,125.08,Autumn,4.8,2.15,Yes,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Hidden Beach,Italy,Europe,Religious,192.03,Autumn,4.7,1.46,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Lush Valley,Peru,South America,Historical,121.74,Spring,4.4,3.81,Yes,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Lush Falls,Mexico,North America,City,230.77,Spring,4.4,6.69,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Ancient Temple,Brazil,South America,Religious,74.08,Autumn,4.9,8.49,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Sacred Falls,India,Asia,City,170.19,Autumn,4.5,6.52,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Sacred Plaza,Italy,Europe,Nature,168.62,Winter,4.3,3.59,Yes,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Serene Beach,Germany,Europe,Nature,126.77,Summer,4.6,2.16,Yes,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Hidden Temple,Mexico,North America,Beach,129.9,Autumn,4.7,8.45,Yes,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Ancient Beach,Brazil,South America,Historical,193.56,Autumn,4.1,7.09,No,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Mystic Pagoda,Mexico,North America,Historical,53.19,Autumn,4.5,2.52,No,Budget,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Crystal Valley,South Africa,Africa,Nature,175.7,Spring,4.6,8.78,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Serene Temple,Argentina,South America,Beach,186.18,Autumn,4.7,6.82,Yes,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Grand Forest,Morocco,Africa,City,170.49,Winter,4.4,6.87,Yes,Premium,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Mystic Ruins,France,Europe,Religious,101.68,Summer,4.5,4.75,No,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Crystal Canyon,Egypt,Africa,Beach,205.35,Winter,4.5,5.69,Yes,Premium,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Serene Pagoda,Thailand,Asia,Adventure,162.65,Spring,4.5,1.55,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Golden Forest,Argentina,South America,Religious,123.23,Autumn,4.5,7.53,No,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Ancient Pagoda,Kenya,Africa,Historical,138.91,Spring,4.6,8.65,Yes,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Crystal Canyon,Spain,Europe,Historical,175.66,Spring,4.4,7.66,No,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Sacred Temple,Morocco,Africa,Religious,194.43,Spring,4.3,3.17,Yes,Premium,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Mystic Beach,Italy,Europe,Nature,168.36,Autumn,5.0,1.42,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Grand Plaza,Morocco,Africa,Adventure,55.74,Spring,4.4,6.18,Yes,Budget,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Serene Falls,China,Asia,Religious,97.32,Summer,4.2,7.56,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Hidden Forest,Mexico,North America,Religious,171.42,Autumn,4.8,6.14,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Lush Ruins,Argentina,South America,City,144.78,Winter,4.4,8.05,Yes,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Hidden Valley,Brazil,South America,Religious,154.16,Winter,4.4,9.96,No,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Crystal Plaza,Mexico,North America,Historical,153.5,Winter,4.8,1.1,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Lush Valley,Peru,South America,Historical,167.38,Spring,4.8,1.59,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Serene Forest,Vietnam,Asia,Beach,198.76,Summer,4.7,8.85,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Grand Beach,Greece,Europe,Religious,182.66,Autumn,5.0,4.59,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Lush Ruins,Germany,Europe,City,117.3,Winter,4.0,7.85,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Lush Falls,Peru,South America,Religious,194.29,Winter,4.6,4.71,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Golden Pagoda,Morocco,Africa,City,230.61,Spring,4.9,6.12,No,Premium,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Mystic Pagoda,Brazil,South America,City,99.28,Winter,4.7,5.37,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Grand Plaza,Spain,Europe,City,137.7,Autumn,4.2,5.13,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Serene Falls,Vietnam,Asia,Adventure,171.21,Summer,4.5,6.21,Yes,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Golden Temple,France,Europe,Historical,152.18,Winter,5.0,6.52,Yes,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Ancient Plaza,Mexico,North America,Religious,144.72,Spring,4.4,3.94,No,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Golden Canyon,Australia,Oceania,Nature,119.41,Spring,4.5,1.83,Yes,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Mystic Falls,Argentina,South America,Adventure,138.99,Spring,3.9,2.36,No,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Grand Beach,Vietnam,Asia,Historical,74.76,Winter,4.7,2.47,Yes,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Golden Park,Mexico,North America,City,139.75,Winter,4.5,0.57,Yes,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Golden Plaza,Australia,Oceania,City,134.54,Summer,4.3,8.12,No,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Golden Valley,Morocco,Africa,Historical,174.01,Summer,5.0,3.29,No,Premium,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Grand Pagoda,Morocco,Africa,Beach,141.99,Summer,4.7,1.33,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Mystic Temple,China,Asia,Beach,105.69,Spring,4.6,3.78,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Ancient Forest,Kenya,Africa,Religious,203.8,Summer,4.5,5.19,No,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Ancient Forest,Brazil,South America,Nature,130.04,Winter,4.3,4.25,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Ancient Pagoda,Egypt,Africa,Beach,59.84,Spring,4.0,9.12,Yes,Budget,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Sacred Temple,Canada,North America,Nature,188.6,Winter,5.0,3.44,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Golden Forest,Japan,Asia,Religious,125.85,Autumn,4.5,2.95,Yes,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Golden Beach,Vietnam,Asia,City,157.24,Autumn,4.3,7.02,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Lush Ruins,Kenya,Africa,Beach,136.57,Summer,4.2,4.83,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Ancient Canyon,Spain,Europe,Nature,105.59,Summer,4.4,4.48,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Crystal Canyon,Morocco,Africa,City,143.44,Autumn,4.5,1.26,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Golden Canyon,India,Asia,Beach,175.6,Summer,4.4,6.85,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Ancient Valley,Japan,Asia,Religious,95.48,Spring,4.9,6.14,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Mystic Falls,Italy,Europe,Beach,160.34,Winter,4.7,8.8,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Ancient Falls,Japan,Asia,Adventure,119.38,Spring,4.6,9.07,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Lush Canyon,Peru,South America,City,152.92,Summer,4.3,1.85,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Mystic Valley,China,Asia,Religious,148.34,Autumn,4.4,3.3,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Mystic Valley,Germany,Europe,Religious,283.91,Summer,4.4,0.92,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Lush Ruins,Thailand,Asia,Nature,157.99,Autumn,4.2,3.76,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Mystic Pagoda,Egypt,Africa,Adventure,192.77,Spring,4.9,8.53,No,Premium,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Ancient Canyon,Vietnam,Asia,Beach,117.69,Autumn,5.0,6.89,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Sacred Park,Morocco,Africa,Historical,102.81,Summer,4.2,8.0,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Ancient Plaza,South Africa,Africa,City,219.62,Spring,4.4,8.31,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Grand Ruins,Kenya,Africa,Religious,59.03,Winter,4.3,6.03,No,Budget,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Mystic Forest,New Zealand,Oceania,Nature,215.22,Summer,4.0,7.2,Yes,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Lush Falls,Vietnam,Asia,Adventure,100.66,Winter,4.9,2.09,Yes,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Serene Forest,Mexico,North America,Historical,94.71,Spring,4.4,8.96,Yes,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Ancient Pagoda,Morocco,Africa,Adventure,101.78,Autumn,4.4,0.74,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Lush Pagoda,India,Asia,Nature,215.52,Autumn,4.9,3.74,Yes,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Golden Valley,Peru,South America,Beach,142.47,Autumn,4.3,3.46,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Golden Valley,China,Asia,Adventure,198.24,Summer,5.0,3.96,No,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Sacred Temple,Egypt,Africa,Nature,244.57,Spring,4.4,1.84,No,Premium,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Hidden Beach,Morocco,Africa,Religious,126.31,Autumn,4.5,5.3,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Lush Falls,Mexico,North America,Adventure,144.89,Spring,4.6,0.87,No,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Serene Beach,India,Asia,Beach,145.58,Summer,4.4,2.02,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Hidden Valley,Peru,South America,Historical,59.81,Spring,4.4,9.05,No,Budget,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Grand Valley,Italy,Europe,City,184.85,Autumn,4.4,6.23,Yes,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Grand Temple,Brazil,South America,Nature,73.02,Winter,4.1,3.73,Yes,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Grand Beach,India,Asia,City,90.3,Spring,4.5,5.76,Yes,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Lush Pagoda,Morocco,Africa,Religious,228.64,Summer,4.6,8.42,No,Premium,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Golden Forest,Kenya,Africa,Nature,59.95,Winter,4.3,2.96,No,Budget,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Lush Forest,Italy,Europe,Nature,86.93,Autumn,4.2,9.68,No,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Mystic Valley,USA,North America,Religious,51.04,Winter,4.7,6.01,No,Budget,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Grand Plaza,China,Asia,Religious,141.41,Spring,4.2,6.45,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Hidden Canyon,Egypt,Africa,Religious,30.0,Winter,4.4,9.94,Yes,Budget,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Sacred Canyon,India,Asia,City,164.59,Winter,4.8,5.91,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Crystal Falls,New Zealand,Oceania,Historical,88.52,Winter,4.6,4.25,Yes,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Hidden Valley,Kenya,Africa,City,148.49,Winter,4.3,5.66,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Grand Forest,Japan,Asia,Nature,162.69,Autumn,4.6,5.57,No,Premium,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Golden Plaza,Argentina,South America,Adventure,131.91,Summer,4.6,8.05,No,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Mystic Canyon,Germany,Europe,Beach,181.08,Summer,4.4,9.47,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Temple,Kenya,Africa,Historical,143.77,Winter,4.1,9.82,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Ancient Park,New Zealand,Oceania,Beach,206.3,Spring,4.5,6.09,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Sacred Plaza,Kenya,Africa,Religious,77.6,Winter,4.2,2.43,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Golden Plaza,Mexico,North America,Nature,120.22,Spring,4.9,5.36,No,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Golden Beach,China,Asia,Adventure,285.8,Spring,4.4,8.72,No,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Hidden Park,Brazil,South America,City,147.26,Autumn,4.6,8.36,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Serene Canyon,New Zealand,Oceania,Religious,170.73,Winter,4.9,9.58,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Mystic Forest,India,Asia,City,140.13,Summer,4.5,8.61,Yes,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Sacred Canyon,Greece,Europe,Adventure,208.29,Summer,4.4,8.98,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Lush Ruins,Germany,Europe,City,179.68,Spring,3.6,6.45,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
